X0,Elev,FinalDate,Taxon,Fredo,Fthe,BodyLen,Thorax,CostumR,CostumL,WingA.R,WingA.L,BodyV,Group_ND_WingA,ND.WingA,FG.ND.WA,TXAV.WingA,TXSG.WingA,Group_ND_WingC,ND.WingC,FG.ND.WC,TXAV.WingC,TXSG.WingC,Group_AV.WingA,AV.WingA,FG.AV.WA,TXAV.AV.WA,TXSG.AV.WA,Group_AV.WingC,AV.WingC,FG.AV.WC,TXAV.AV.WC,TXSG.AV.WC,Group_BodyVol,BodyVol,FG.BV,TXAV.BodyV,TXSG.BodyV,Group_Regr.WA.Vol,FG.Regr.WA,.id,NL.BodyV,NL.WingA,Mean_log10Trait1,Mean_log10Trait2,Sigma_log10Trait1,Sigma_log10Trait2,FG.WA.Final,FG.BV.Final,MaxFlag,FG.Plot,TX.Slope,TX.Intcp,TX.Dslope,TX.Dintcp,Mean,Sigma,Ell_Maj,Ell_Min,Theta,Centroid_x,Centroid_y
3725,E0700,20140522,Macroglossinae_Acosmerycoides_harterti,8,1,NA,NA,NA,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3736,E0700,20140522,Macroglossinae_Acosmerycoides_harterti,8,1,NA,NA,NA,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3737,E0700,20140522,Macroglossinae_Acosmerycoides_harterti,8,1,NA,NA,NA,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3744,E0700,20140522,Macroglossinae_Acosmerycoides_harterti,8,1,NA,NA,NA,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3840,E1100,20140523,Macroglossinae_Acosmerycoides_harterti,0,0,39.6,9.8,39.1,42.1,189.1,213.3,999,All_individuals,0.120278330019881,0,-0.002733242941153,0.099902121764213,All_individuals,0.073891625615764,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,201.2,0,230.4145,27.1533563740054,Acosmerycoides harterti,40.6,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,999,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.887133888317599,-1.09044567351617,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
3970,E0700,20140526,Macroglossinae_Acosmerycoides_harterti,0,0,36.6,9.2,42.8,44.8,221.4,189.7,804,All_individuals,-0.154220384334712,0,-0.002733242941153,0.099902121764213,All_individuals,0.045662100456621,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,205.55,0,230.4145,27.1533563740054,Acosmerycoides harterti,43.8,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,804,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-2.05042288165402,-0.919188434044434,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
3977,E0700,20140526,Macroglossinae_Acosmerycoides_harterti,0,0,41.8,10.5,40.8,45.8,205.3,271.4,1205,All_individuals,0.277323264107405,0,-0.002733242941153,0.099902121764213,All_individuals,0.115473441108545,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,238.35,0,230.4145,27.1533563740054,Acosmerycoides harterti,43.3,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1205,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,0.117185547394991,0.266175335842453,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
3985,E0700,20140526,Macroglossinae_Acosmerycoides_harterti,0,0,43.1,9.9,44,42,266.1,216.2,1109,All_individuals,-0.206925150321377,0,-0.002733242941153,0.099902121764213,All_individuals,-0.046511627906977,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,241.15,0,230.4145,27.1533563740054,Acosmerycoides harterti,43,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1109,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.327552194847051,0.359682533591802,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4006,E0700,20140527,Macroglossinae_Acosmerycoides_harterti,0,0,38.6,10.7,42.5,41.4,129.9,257.9,1158,All_individuals,0.660134089736978,30,-0.002733242941153,0.099902121764213,All_individuals,-0.026221692491061,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,193.9,0,230.4145,27.1533563740054,Acosmerycoides harterti,41.95,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1158,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.09594130887997,-1.38633952629986,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4092,E1100,20140527,Macroglossinae_Acosmerycoides_harterti,0,0,44,10.4,44,45.2,249.8,257.6,1245,All_individuals,0.030744974379188,0,-0.002733242941153,0.099902121764213,All_individuals,0.026905829596413,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,253.7,0,230.4145,27.1533563740054,Acosmerycoides harterti,44.6,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1245,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,0.292121575439158,0.765876973710747,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4101,E0700,20140523,Macroglossinae_Acosmerycoides_harterti,0,0,39.7,9.8,47.4,49.4,261.4,305.8,1005,All_individuals,0.156558533145275,0,-0.002733242941153,0.099902121764213,All_individuals,0.041322314049587,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,283.6,0,230.4145,27.1533563740054,Acosmerycoides harterti,48.4,30,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1005,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.855056308584522,1.65789563393679,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4142,E0900,20140523,Macroglossinae_Acosmerycoides_harterti,0,0,38.2,10.1,36.5,35.2,214.5,174.3,1019,All_individuals,-0.20679012345679,0,-0.002733242941153,0.099902121764213,All_individuals,-0.03626220362622,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,194.4,0,230.4145,27.1533563740054,Acosmerycoides harterti,35.85,30,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1019,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.780947263692838,-1.36572024423185,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4143,E0900,20140523,Macroglossinae_Acosmerycoides_harterti,0,0,44,10.3,44.3,43.7,253,283.7,1223,All_individuals,0.114402832122228,0,-0.002733242941153,0.099902121764213,All_individuals,-0.013636363636364,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,268.35,0,230.4145,27.1533563740054,Acosmerycoides harterti,44,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1223,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,0.196614446177066,1.21535684917139,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4153,E0900,20140523,Macroglossinae_Acosmerycoides_harterti,0,0,38.4,9.7,36.5,40.7,172.9,221.4,948,All_individuals,0.246005579507989,0,-0.002733242941153,0.099902121764213,All_individuals,0.10880829015544,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,197.15,0,230.4145,27.1533563740054,Acosmerycoides harterti,38.6,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,948,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-1.16783901491223,-1.25325371508023,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4267,E0700,20140525,Macroglossinae_Acosmerycoides_harterti,0,0,40.5,10.5,45.4,49.3,309.2,364.9,1174,All_individuals,0.165257380210651,0,-0.002733242941153,0.099902121764213,All_individuals,0.082365364308342,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,337.05,30,230.4145,27.1533563740054,Acosmerycoides harterti,47.35,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1174,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,30,Acosmerycoides harterti,-0.022431547386258,3.04034348440335,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,9,0,9,5,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4354,E1100,20140522,Macroglossinae_Acosmerycoides_harterti,0,0,45.9,11.2,48.6,46.1,321.8,270,1511,All_individuals,-0.175059141601893,0,-0.002733242941153,0.099902121764213,All_individuals,-0.052798310454066,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,295.9,0,230.4145,27.1533563740054,Acosmerycoides harterti,47.35,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1511,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,1.3294187938339,1.99782414158172,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4356,E1100,20140522,Macroglossinae_Acosmerycoides_harterti,0,0,41.3,9.9,41.2,43.8,266,240.9,1061,All_individuals,-0.099033339909252,0,-0.002733242941153,0.099902121764213,All_individuals,0.061176470588235,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,253.45,0,230.4145,27.1533563740054,Acosmerycoides harterti,42.5,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1061,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.564579900248488,0.757983388528434,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4357,E1100,20140522,Macroglossinae_Acosmerycoides_harterti,1,0,49.7,10.7,46.3,53,274.9,318.6,1486,All_individuals,0.14726200505476,0,-0.002733242941153,0.099902121764213,All_individuals,0.134944612286002,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,296.75,0,230.4145,27.1533563740054,Acosmerycoides harterti,49.65,30,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1486,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,1.24004501896883,2.02079047263036,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
4369,E1100,20140522,Macroglossinae_Acosmerycoides_harterti,0,0,39.3,11,41.1,42.6,239.3,237.2,1241,All_individuals,-0.008814270724029,0,-0.002733242941153,0.099902121764213,All_individuals,0.03584229390681,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,238.25,0,230.4145,27.1533563740054,Acosmerycoides harterti,41.85,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1241,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,0.274882816206649,0.262815510865796,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
5014,E0900,20140618,Macroglossinae_Acosmerycoides_harterti,0,0,41,10.1,42.4,39.9,247.1,216.3,1097,All_individuals,-0.132930513595166,0,-0.002733242941153,0.099902121764213,All_individuals,-0.060753341433779,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,231.7,0,230.4145,27.1533563740054,Acosmerycoides harterti,41.15,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1097,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.385833166534691,0.039618457851708,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
5017,E0900,20140618,Macroglossinae_Acosmerycoides_harterti,0,0,41.5,10.6,41.5,41,241.4,231.6,1225,All_individuals,-0.041437632135307,0,-0.002733242941153,0.099902121764213,All_individuals,-0.012121212121212,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,236.5,0,230.4145,27.1533563740054,Acosmerycoides harterti,41.25,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1225,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,0.205367617746494,0.20378918810921,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
5048,E0900,20140618,Macroglossinae_Acosmerycoides_harterti,0,0,40.5,10,43,45,222,211.2,1063,All_individuals,-0.049861495844875,0,-0.002733242941153,0.099902121764213,All_individuals,0.045454545454546,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,216.6,0,230.4145,27.1533563740054,Acosmerycoides harterti,44,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,1063,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.554491498380602,-0.499945852427957,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
5072,E0500,20140619,Macroglossinae_Acosmerycoides_harterti,0,0,37.9,10,40.7,40.8,189.9,168.5,993,All_individuals,-0.119419642857143,0,-0.002733242941153,0.099902121764213,All_individuals,0.002453987730061,0,-0.000909862928792,0.063054527273081,Acosmerycoides harterti,179.2,0,230.4145,27.1533563740054,Acosmerycoides harterti,40.75,0,42.2127551020408,1.90173972473727,Acosmerycoides harterti,993,0,1176.51515151515,202.676748947696,Acosmerycoides harterti,0,Acosmerycoides harterti,-0.919404707648076,-2.01756954766177,3.07148665332598,2.3627770101759,0.081071376087763,0.054242990025609,0,0,0,0,0.526373812005684,-0.030219315480301,0.07980451828933,0.079804319499062,3.06590368295202E-17,0.79800327215202,2.60018634893416,1.35523064259913,62.8150609865894,-0.071891306356123,-0.059500738760822
5160,E0500,20140619,Macroglossinae_Acosmerycoides_harterti,8,1,NA,NA,NA,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,All_individuals,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,Acosmerycoides harterti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
